id,moves,winner
eRuk7ITD,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c6', 'e3', 'Nf6', 'Nf3', 'Bd6', 'cxd5', 'cxd5', 'Bd3', 'Nc6', 'a3', 'O-O', 'O-O', 'a6', 'Qc2', 'h6', 'Re1', 'Bd7', 'e4', 'dxe4', 'Nxe4', 'Nxe4', 'Bxe4', 'Rc8', 'Qd3', 'f5', 'd5', 'fxe4', 'Qxe4', 'exd5', 'Qxd5+', 'Kh8', 'Qxd6', 'Rf6', 'Qg3', 'Qf8', 'b4', 'Ne7', 'Bb2', 'Nf5', 'Qh3', 'Rg6', 'Ne5', 'Re6', 'Nxd7', 'Rxe1+', 'Rxe1', 'Qf7', 'Ne5']",white
PX99dKtD,"['e4', 'e6', 'Bc4', 'd5', 'exd5', 'exd5', 'Bb3', 'c6', 'h3', 'Nf6', 'd3', 'Bc5', 'Qe2+', 'Be6', 'Nf3', 'O-O', 'O-O', 'Re8', 'Qd1', 'Qb6', 'd4', 'Bd6', 'c3', 'Nbd7', 'Bc2', 'c5', 'Nbd2', 'cxd4', 'Nxd4', 'Bc5', 'Nxe6', 'fxe6', 'Nf3', 'e5', 'b4', 'Bd6', 'a4', 'Rac8', 'Bb2', 'Qc7', 'a5', 'Bxb4', 'Rc1', 'Bxa5', 'c4', 'd4']",black
04IgDJn2,"['e4', 'b6', 'd4', 'Bb7', 'Nc3', 'd5', 'Nxd5', 'Bxd5', 'exd5', 'Qxd5', 'Nf3', 'Nf6', 'c4', 'Qd7', 'Ne5', 'Qe6', 'Be2', 'Nbd7', 'f4', 'Nxe5', 'fxe5', 'Nd7', 'O-O', 'f6', 'd5', 'Qxe5', 'Bf4', 'Qxb2', 'Bxc7', 'Nc5', 'a4', 'Qb3', 'a5', 'Qxd1', 'Rfxd1', 'bxa5', 'Rxa5', 'Ne4', 'Bd3', 'Nc3', 'Rc1', 'Rc8', 'Rxa7', 'Nxd5', 'cxd5', 'e6', 'dxe6', 'Bd6', 'Bb5+', 'Ke7', 'Bxd6+', 'Kxd6', 'Rxc8', 'Rxc8', 'e7', 'Rc1+', 'Kf2', 'Rc2+', 'Ke3', 'Rc3+', 'Kd4', 'Rc8', 'e8=Q', 'Rxe8', 'Bxe8', 'Ke6', 'Bh5', 'Kf5', 'Ke3', 'g6', 'Bf3', 'h5', 'g4+', 'Kg5', 'gxh5', 'gxh5', 'Ra6', 'Kf5', 'Rxf6+', 'Kxf6', 'Bxh5', 'Kg5', 'Bf3', 'Kh4', 'Kf2', 'Kh3', 'Kg1', 'Kh4', 'Kg2', 'Kg5', 'Kg3', 'Kh6', 'h4', 'Kg7', 'Kg4', 'Kh8', 'Kg5', 'Kg7']",draw
9X0daRgg,"['e4', 'c6', 'd4', 'd5', 'exd5', 'cxd5', 'Bd3', 'Nc6', 'c3', 'e5', 'dxe5', 'Nxe5', 'Qe2', 'Qe7', 'Bb5+', 'Bd7', 'Bxd7+', 'Nxd7', 'Bg5', 'f6', 'Bh4', 'Qxe2+', 'Nxe2', 'Nb6', 'Nd2', 'O-O-O', 'O-O', 'Ne7', 'Nd4', 'Ng6', 'Bg3', 'Bc5', 'N2b3', 'Bxd4', 'Nxd4', 'Rhe8', 'Rfe1', 'Kd7', 'Kf1', 'Rxe1+', 'Rxe1', 'Nf8', 'h3', 'g6', 'f3', 'Re8', 'Rxe8', 'Kxe8', 'Ke2', 'Kd7', 'Kd3', 'a6', 'b3', 'Ne6', 'Nxe6', 'Kxe6', 'Bf2', 'Nd7', 'Bd4', 'Ne5+', 'Bxe5', 'fxe5', 'c4', 'd4', 'b4', 'b6', 'a4', 'Kd6', 'Ke4', 'Ke6', 'c5', 'bxc5', 'bxc5', 'h5', 'f4', 'exf4', 'Kxd4', 'g5', 'Ke4', 'Kd7', 'Kf5', 'g4', 'hxg4', 'hxg4', 'Kxf4', 'Kc6', 'Kxg4', 'Kxc5', 'Kf5', 'Kd6', 'g4', 'Ke7', 'g5', 'Kf7', 'g6+', 'Kg7', 'Kg5', 'a5', 'Kf5', 'Kg8', 'Kf6', 'Kf8', 'g7+', 'Kg8']",black
cJgxtnbK,"['Nf3', 'Nc6', 'd4', 'd5', 'Bf4', 'a6', 'e3', 'f6', 'c4', 'g5', 'Bg3', 'dxc4', 'Bxc4', 'h5', 'h4', 'Bf5', 'hxg5', 'fxg5', 'Nxg5', 'b5', 'Bd3', 'e6', 'Bxf5', 'exf5', 'Rxh5', 'Rxh5', 'Qxh5+', 'Kd7', 'Qf7+', 'Nce7', 'Nc3', 'Bh6', 'Ne6', 'c6', 'Nc5+', 'Kc8', 'Qe6+', 'Qd7', 'Qxd7#']",white
KVPzJ7F1,"['e4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'e6', 'Nxc6', 'bxc6', 'Bc4', 'd5', 'exd5', 'cxd5', 'Bb5+', 'Bd7', 'Bxd7+', 'Qxd7', 'O-O', 'Nf6', 'Bg5', 'Ne4', 'Be3', 'Bd6', 'f3', 'Nf6', 'c3', 'O-O', 'Qc1', 'Rac8', 'Rd1', 'Qc7', 'g3', 'Bxg3', 'hxg3', 'Qxg3+', 'Kf1', 'Qxf3+', 'Bf2', 'Ng4', 'Qd2', 'Nxf2', 'Qxf2', 'Qxd1+', 'Kg2', 'd4', 'Qd2', 'Qxd2+', 'Nxd2', 'dxc3', 'bxc3', 'Rxc3', 'a4', 'Rc2', 'Rd1', 'Rd8']",black
uTqaSQcS,"['f4', 'd5', 'd4', 'Bf5', 'e3', 'e6', 'c3', 'c5', 'Bd3', 'Bxd3', 'Qxd3', 'Nf6', 'Nd2', 'c4', 'Qe2', 'Nc6', 'g3', 'b5', 'Ngf3', 'b4', 'Ne5', 'Nxe5', 'fxe5', 'Ne4', 'Nf3', 'f5', 'Bd2', 'bxc3', 'bxc3', 'Rb8', 'Qg2', 'Rb2', 'h4', 'Qa5', 'Rc1', 'Qxa2', 'Rh2', 'Ba3', 'Rd1', 'Nxc3', 'Qh3', 'Nxd1', 'Kxd1', 'Qb1+', 'Ke2', 'Qd3+', 'Kf2', 'c3', 'Rh1', 'cxd2', 'Nxd2', 'Qxd2+', 'Kf3', 'Qf2#']",black
Q7HKseIh,"['e4', 'c6', 'd4', 'd5', 'Nc3', 'dxe4', 'Nxe4', 'Nd7', 'Bd3', 'Ngf6', 'Nxf6+', 'Nxf6', 'Nf3', 'e6', 'O-O', 'Be7', 'Bf4', 'O-O', 'Qd2', 'Bd6', 'a3', 'Qc7', 'g3', 'Bxf4', 'Qxf4', 'Qxf4', 'gxf4', 'Nd5', 'Ne5', 'Nxf4', 'b3', 'Nxd3', 'Nxd3', 'b5', 'b4', 'a6', 'Nc5', 'Rd8', 'a4', 'Rxd4', 'c3', 'Rd2', 'Rad1', 'Rxd1', 'Rxd1', 'g6', 'axb5', 'cxb5', 'Rd8+', 'Kg7']",black
TkhI2Ftz,"['e4', 'c6', 'f4', 'd5', 'exd5', 'cxd5', 'Nf3', 'Nf6', 'd4', 'Nc6', 'Bd3', 'e6', 'c3', 'Bd6', 'O-O', 'O-O', 'Ne5', 'Re8', 'Be3', 'Ne4', 'Bxe4', 'dxe4', 'Nd2', 'Nxe5', 'fxe5', 'Be7', 'Nxe4', 'f6', 'exf6', 'Bxf6', 'Nxf6+', 'gxf6', 'Qg4+', 'Kf7', 'Bh6', 'Rg8', 'Qh5+', 'Rg6', 'Bf4', 'Qg8', 'Be5', 'f5', 'g3', 'Bd7', 'Rae1', 'Bc6', 'Qh4', 'Re8', 'a3', 'a5', 'b4', 'a4', 'c4', 'b5', 'cxb5', 'Bxb5', 'Rf2', 'Bc4', 'Rc2', 'Bb5', 'Rc7+', 'Kf8', 'Bd6+', 'Re7', 'Qxe7#']",white
I0AppRcG,"['e4', 'e6', 'Nf3', 'd5', 'exd5', 'exd5', 'd4', 'Nf6', 'Bb5+', 'c6', 'Qe2+', 'Be7', 'Bd3', 'O-O', 'O-O', 'Re8', 'Re1', 'Bg4', 'h3', 'Bh5', 'g4', 'Bg6', 'Bxg6', 'fxg6', 'Ne5', 'Nbd7', 'Nd2', 'Qc7', 'Kg2', 'Bd6', 'Ndf3', 'Ne4', 'Bf4', 'Nxe5', 'Nxe5', 'Bxe5', 'Bxe5', 'Qf7', 'f4', 'g5', 'f5', 'g6', 'Rf1', 'gxf5', 'Rxf5', 'Qg6', 'Raf1', 'Re7', 'c4', 'Rae8', 'Rf6', 'Qg7', 'cxd5', 'Rxe5', 'dxe5', 'Rxe5', 'Rf8+', 'Qxf8', 'Rxf8+', 'Kxf8', 'Qf3+', 'Ke7', 'd6+', 'Nxd6', 'b3', 'Rd5', 'Qe3+', 'Kd7', 'Qxg5', 'Rxg5']",black
SFDdQkoZ,"['e4', 'c6', 'd4', 'd5', 'exd5', 'cxd5', 'c4', 'Nf6', 'Nc3', 'Nc6', 'Nf3', 'Bg4', 'Be2', 'e6', 'a3', 'Be7', 'h3', 'Bh5', 'O-O', 'O-O', 'Bg5', 'Bxf3', 'Bxf3', 'dxc4', 'Qa4', 'Qxd4', 'Bxc6', 'bxc6', 'Qxc6', 'Rfc8', 'Qf3', 'h6', 'Bxf6', 'Bxf6', 'Rad1', 'Qb6', 'Na4', 'Qc6', 'Qxc6', 'Rxc6', 'Rc1', 'Rb8', 'b4', 'Ra6', 'Nc5', 'Rxa3', 'Rxc4', 'Be7', 'Nd7', 'Rxb4', 'Rxb4', 'Bxb4', 'Rb1', 'a5', 'Nb6', 'Rd3', 'Nc4']",white
iEyllQa9,"['e4', 'c6', 'd4', 'd5', 'exd5', 'cxd5', 'Nc3', 'Nc6', 'Nf3', 'Bg4', 'Be3', 'e6', 'h3', 'Bh5', 'g4', 'Bg6', 'Bg2', 'Nf6', 'Ne5', 'Bd6', 'Nxg6', 'hxg6', 'g5', 'Nh5', 'Nb5', 'Qa5+', 'Nc3', 'Nf4', 'Bxf4', 'Bxf4', 'a3', 'Bxg5', 'b4', 'Qb6', 'Qg4', 'Qxd4', 'Qxd4', 'Nxd4', 'Ra2', 'Rc8', 'Ne2', 'Nxc2+', 'Kd1', 'Nd4', 'Nxd4', 'Rc1+', 'Ke2', 'Rxh1', 'Bxh1', 'Rxh3', 'Bf3', 'a6', 'b5', 'Bf6', 'Nb3', 'axb5', 'Nc5', 'b6', 'Nd3', 'Rh4', 'Rb2', 'Bxb2', 'Nxb2', 'b4', 'axb4', 'Rxb4', 'Nd3', 'Ra4', 'Nb2', 'Ra2']",black
vk2hxObe,"['e4', 'e6', 'd4', 'c6', 'Nf3', 'd6', 'c4', 'Nf6', 'Nc3', 'Nbd7', 'Bd3', 'g6', 'Bg5', 'Qb6', 'Qd2', 'Bg7', 'b3', 'O-O', 'Bh6', 'Re8', 'Bxg7', 'Kxg7', 'h4', 'e5', 'O-O-O', 'exd4', 'Ne2', 'c5', 'h5', 'Ne5', 'Nxe5', 'Rxe5', 'hxg6', 'fxg6', 'Qh6+', 'Kg8', 'Nf4', 'Bg4', 'f3', 'Bh5', 'g4', 'Bxg4', 'fxg4', 'Qc7', 'g5', 'Ng4', 'Qh4', 'Ne3', 'Rd2', 'Qe7', 'Nxg6', 'Qxg5', 'Qxh7#']",white
238zZbIX,"['e4', 'e5', 'd3', 'Nf6', 'Be2', 'Bc5', 'c3', 'Nc6', 'b4', 'Bb6', 'a4', 'a6', 'a5', 'Ba7', 'Be3', 'd6', 'Bxa7', 'Rxa7', 'Nf3', 'Ra8', 'O-O', 'Bg4', 'h3', 'Bxf3', 'Bxf3', 'O-O', 'g4', 'Nd7', 'Kh2', 'Qh4', 'Rg1', 'Nd8', 'Rg2', 'Ne6', 'Rg3', 'Nf4', 'Qf1', 'Nxd3', 'Qxd3', 'Nf6', 'Nd2', 'h6', 'Rag1', 'Nh7', 'Bg2', 'g5', 'Nf3', 'Qxg3+', 'fxg3', 'Nf6', 'Qe3', 'Kg7', 'Nxg5', 'hxg5', 'Qxg5+', 'Kh8', 'Qxf6+', 'Kg8', 'g5', 'Rfe8', 'h4', 'Re6', 'Qf5', 'Rf8', 'Bh3', 'Rg6', 'h5', 'Rg7', 'h6', 'Rg6', 'Bg4', 'Re8', 'Bh5', 'Ree6', 'Bxg6', 'Rxg6', 'Rf1']",white
PxqJUiIr,"['d4', 'g6', 'c4', 'Bg7', 'e3', 'd6', 'g3', 'Nf6', 'Bg2', 'O-O', 'Ne2', 'c6', 'O-O', 'Nbd7', 'Bd2', 'b6', 'Nbc3', 'a5', 'a3', 'Ba6', 'b4', 'axb4', 'axb4', 'Bxc4', 'Qc2', 'b5', 'Ne4', 'Nxe4', 'Bxe4', 'd5', 'Bf3', 'Nf6', 'Nf4', 'e5', 'dxe5', 'Nd7', 'e4', 'Nxe5', 'exd5', 'cxd5', 'Nxd5', 'Nxf3+', 'Kg2', 'Qxd5', 'Kh3', 'Rac8', 'Rad1', 'Bxf1+', 'Rxf1', 'Rxc2']",black
b1EXU7NA,"['Nf3', 'd5', 'b3', 'c5', 'Bb2', 'Nc6', 'd3', 'd4', 'Nbd2', 'e5', 'e3', 'b6', 'g3', 'Bg4', 'Bg2', 'Qc7', 'h3', 'Bh5', 'O-O', 'Bd6', 'exd4', 'exd4', 'Re1+', 'Nge7', 'Ne4', 'O-O', 'Nxd6', 'Qxd6', 'c3', 'Rfe8', 'cxd4', 'Nxd4', 'Bxd4', 'cxd4', 'g4', 'Bg6', 'Ne5', 'Nd5', 'Rc1', 'Rxe5', 'Qc2', 'Rxe1+', 'Rxe1', 'Nc3', 'Bxa8', 'h6', 'Be4', 'Kh7', 'Bxg6+', 'Qxg6']",black
a8COCL5X,"['Nf3', 'g6', 'd4', 'Bg7', 'e3', 'Nf6', 'Nc3', 'c5', 'Bc4', 'cxd4', 'exd4', 'Nc6', 'O-O', 'e6', 'Re1', 'd5', 'Bb5', 'Bd7', 'Bxc6', 'Bxc6', 'Ne5', 'Rc8', 'Nxc6', 'bxc6', 'Na4', 'O-O', 'Nc5', 'Qb6', 'b3', 'Rfe8', 'Ba3', 'Bf8', 'Rb1', 'Qc7', 'c4', 'Nd7', 'Nxd7', 'Qxd7', 'Bxf8', 'Kxf8', 'c5', 'Qb7', 'b4', 'Rb8', 'a4', 'a6', 'b5', 'axb5', 'axb5', 'cxb5', 'Qb3', 'Qc6', 'Rec1', 'Rb7', 'Qb4', 'Reb8', 'Ra1', 'Qc7', 'Ra5', 'Ra7', 'Rxb5', 'Rxb5', 'Qxb5', 'Rb7', 'Qa6', 'Ra7', 'Qd6+', 'Qxd6', 'cxd6', 'Rd7', 'Rc8+', 'Kg7', 'Rc7', 'Rxd6', 'Kf1', 'Kf6', 'Ke2', 'h5', 'f4', 'e5', 'fxe5+', 'Ke6', 'exd6', 'Kxd6', 'Rc8', 'Ke6', 'Rh8', 'Kf5', 'g3', 'g5', 'Kf2', 'h4', 'Ke3', 'hxg3', 'hxg3', 'Kg4', 'Kf2', 'f5', 'Rf8', 'f4', 'gxf4', 'gxf4', 'Rf7', 'Kg5', 'Rf8', 'f3', 'Rxf3', 'Kg4']",white
kE0QXch5,"['e3', 'e6', 'h3', 'Nc6', 'a3', 'd5', 'g4', 'Bd6', 'b3', 'Nf6', 'c3', 'O-O', 'f4', 'h6', 'g5', 'hxg5', 'fxg5', 'Ne4', 'h4', 'Ng3', 'Rh2', 'Nxf1', 'Kxf1', 'Bxh2', 'Kg2', 'Bd6', 'Bb2', 'e5', 'Qh5', 'd4', 'exd4', 'exd4', 'cxd4', 'Ne7', 'd5', 'Nxd5', 'g6', 'fxg6', 'Qxg6', 'Bf5', 'Qxg7#']",white
MMvQmAU4,"['e4', 'd6', 'd4', 'e6', 'Nc3', 'Nf6', 'Be3', 'Be7', 'Qd2', 'O-O', 'f3', 'c5', 'Bd3', 'cxd4', 'Bxd4', 'e5', 'Be3', 'Nc6', 'O-O-O', 'Nb4', 'Kb1', 'Nxd3', 'cxd3', 'b5', 'g4', 'b4', 'Nce2', 'Be6', 'h4', 'Qa5', 'Nc1', 'd5', 'Bg5', 'd4', 'Bxf6', 'Bxf6', 'g5', 'Be7', 'h5', 'Rfc8', 'Nge2', 'Rc6', 'g6', 'h6', 'gxf7+', 'Bxf7', 'b3', 'Rac8', 'Rhg1', 'Rc2', 'Qxh6', 'Bf6', 'Qxf6', 'Kf8', 'Rxg7']",white
Iv9olfwn,"['e4', 'b6', 'f4', 'Bb7', 'e5', 'e6', 'd4', 'c5', 'c3', 'Nc6', 'Bb5', 'cxd4', 'Bxc6', 'Bxc6', 'Nf3', 'dxc3', 'Nxc3', 'Bb4', 'Be3', 'Bxc3+', 'bxc3', 'Ne7', 'O-O', 'Nd5', 'Bd2', 'O-O', 'Qe2', 'Nc7', 'Rad1', 'Bb5', 'c4', 'Ba6', 'Kh1', 'Qc8', 'f5', 'Nd5', 'fxe6', 'dxe6', 'Ng5', 'Bxc4', 'Qh5', 'h6', 'Nxf7', 'Bxf1', 'Rxf1', 'Qc4', 'Nxh6+', 'gxh6', 'Qg6+']",white
KxTBNegU,"['e4', 'e5', 'f4', 'exf4', 'Nf3', 'b6', 'd4', 'Bb7', 'Bd3', 'g6', 'Bxf4', 'Bg7', 'c3', 'Ne7', 'O-O', 'O-O', 'Nbd2', 'd6', 'Qc2', 'Nd7', 'Rad1', 'Nf6', 'h3', 'Nh5', 'Bh2', 'Qc8', 'g4', 'Nf6', 'e5', 'dxe5', 'Nxe5', 'Nfd5', 'Rde1', 'f6', 'Nef3', 'g5', 'a3', 'Nf4', 'Bxf4', 'gxf4', 'Bxh7+', 'Kf7', 'Be4', 'Bxe4', 'Nxe4', 'Rh8', 'Kg2', 'f5', 'gxf5', 'Nxf5', 'Neg5+', 'Kf6', 'Re6+', 'Qxe6', 'Nxe6', 'Kxe6', 'Re1+', 'Kf6', 'Qb3', 'Ne3+', 'Rxe3']",white
CayyjNE7,"['e4', 'c5', 'Nc3', 'Nc6', 'Nf3', 'e6', 'd4', 'cxd4', 'Nxd4', 'Nge7', 'Nxc6', 'bxc6', 'Qd4', 'd5', 'exd5', 'Nxd5', 'Nxd5', 'Qxd5', 'Qxd5', 'exd5', 'Bf4', 'Bb4+', 'Bd2', 'Bxd2+', 'Kxd2', 'O-O', 'Bd3', 'Be6', 'Rhe1', 'c5', 'Re5', 'c4', 'Bf5', 'Rfe8', 'Rae1', 'a5', 'Kc3', 'Ra6', 'Kd4', 'g6', 'Bg4', 'f5', 'Bh3', 'Bf7', 'Rxe8+', 'Bxe8', 'Rxe8+', 'Kf7', 'Re5', 'Rd6', 'Rxd5', 'Rxd5+', 'Kxd5', 'Kf6', 'Kxc4', 'Ke5', 'Kb5', 'h5', 'c4', 'Kf4', 'c5', 'g5', 'c6', 'g4', 'c7', 'gxh3', 'c8=Q', 'hxg2', 'Qc7+', 'Kg5', 'Qg3+', 'Kf6', 'Qxg2', 'h4', 'Kc5', 'Ke5', 'Kc4', 'h3', 'Qg3+', 'Ke4', 'Qxh3', 'f4', 'Qg4', 'a4', 'Kb4', 'a3', 'Kxa3', 'Kd3', 'Qf3+', 'Kc2', 'Qc3+', 'Kd1', 'b4', 'f3', 'Qb2', 'Ke1', 'Kb3', 'Kf1', 'Kc3', 'Kg2', 'Kd3', 'Kxh2', 'Ke3', 'Kg2', 'Qe2', 'Kh3', 'Qxf3+', 'Kh4']",draw
3eEH3uZn,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'f5', 'Nc3', 'd6', 'd4', 'exd4', 'Nxd4', 'Bd7', 'Nxf5', 'Nf6', 'O-O', 'Be7', 'Nxg7+', 'Kf7', 'Nh5', 'Bg4', 'Bc4+', 'Kf8', 'Bh6+', 'Ke8', 'Nxf6+', 'Bxf6', 'Qxg4', 'Ne5', 'Qe6+', 'Qe7', 'Nd5', 'Qxe6', 'Nxc7+', 'Kd7', 'Nxe6', 'Rac8', 'Bb3', 'a5', 'Nf4', 'Ng4', 'Nd5', 'b5', 'Nxf6+', 'Nxf6', 'Bg7', 'Nxe4', 'Bxh8', 'a4', 'Bd4', 'axb3', 'cxb3']",white
WgOpUfm5,"['c4', 'c6', 'Nc3', 'd6', 'd4', 'e5', 'dxe5', 'dxe5', 'Qxd8+', 'Kxd8', 'Nf3', 'Bd6', 'e4', 'f5', 'exf5', 'Bxf5', 'Bg5+', 'Nf6', 'Be2', 'Nd7', 'Rd1', 'Ke7', 'O-O', 'h6', 'Be3', 'g5', 'c5', 'Bc7', 'b4', 'Rad8', 'Rd2', 'Nb8', 'Rfd1', 'Rxd2', 'Rxd2', 'Rd8', 'Rxd8', 'Kxd8', 'g3', 'Nd5', 'Nxd5', 'cxd5', 'Bd2', 'Nc6', 'Ne1', 'a6', 'a3', 'Ke7', 'f3', 'Ke6', 'Kf2', 'd4', 'Bc4+', 'Kf6', 'g4', 'Be6', 'Nd3', 'Bxc4']",black
gSDJV6he,"['d4', 'g6', 'Nc3', 'Bg7', 'e4', 'c6', 'Bf4', 'b6', 'Bxb8', 'Rxb8', 'Nf3', 'Bb7', 'Bc4', 'e6', 'Bb3', 'Ne7', 'Qe2', 'd5', 'e5', 'a6', 'O-O-O', 'O-O', 'h4', 'c5', 'dxc5', 'bxc5', 'a3', 'Nc6', 'h5', 'Qc7', 'hxg6', 'fxg6', 'Nh4', 'Qxe5', 'Qg4', 'd4', 'Nf3', 'Qf6', 'Bxe6+', 'Kh8', 'Ne4', 'Qf4+', 'Qxf4', 'Rxf4', 'Neg5', 'h6', 'Nf7+', 'Kh7', 'N7g5+', 'Kh8', 'Nf7+', 'Kh7', 'Nd6', 'Ne5', 'Nxb7', 'Rxb7', 'Bd5', 'Rb8', 'Nxe5', 'Bxe5', 'f3', 'd3', 'Rxd3', 'Bxb2+', 'Kd2', 'c4', 'Re3', 'c3+', 'Kd3', 'Rd8', 'Re7+', 'Kh8', 'Re5', 'Kg7', 'Rhe1', 'Rf5', 'Re7+', 'Kf6', 'Rf7+', 'Kg5', 'Rxf5+']",white
ScF3yuXu,"['e4', 'c6', 'f4', 'd5', 'exd5', 'cxd5', 'd4', 'Nc6', 'c3', 'Nf6', 'Bd3', 'Bg4', 'Nf3', 'e6', 'O-O', 'Bd6', 'h3', 'Bh5', 'g4', 'Bg6', 'f5', 'exf5', 'gxf5', 'Bh5', 'Qe1+', 'Qe7', 'Qf2', 'Kd7', 'Re1', 'Qf8', 'Bg5', 'Re8', 'Nbd2', 'Rxe1+', 'Rxe1', 'Qd8', 'Bb5', 'a6', 'Ne5+', 'Bxe5', 'Bxc6+', 'bxc6', 'dxe5', 'Kc7', 'exf6', 'g6', 'Bf4+', 'Kb7', 'Re7+', 'Ka8', 'Qa7#']",white
dhvfmISa,"['d4', 'e6', 'Nf3', 'c5', 'e3', 'cxd4', 'exd4', 'a6', 'Bd3', 'd5', 'b3', 'Nc6', 'Bb2', 'h6', 'Nbd2', 'Be7', 'O-O', 'Nf6', 'a3', 'O-O', 'Ne5', 'Nxe5', 'dxe5', 'Nd7', 'Kh1', 'Bg5', 'f4', 'Be7', 'Nf3', 'g6', 'Qe2', 'Kg7', 'Rad1', 'Rh8', 'Rg1', 'b5', 'g4', 'Bb7', 'Rg2', 'Rb8', 'b4', 'Nb6', 'Bd4', 'Nc4', 'f5', 'g5', 'f6+', 'Kf8', 'fxe7+', 'Kxe7', 'Rf1', 'Rc8', 'Qf2', 'Qf8', 'Bc5+']",white
DJ9ZpUWu,"['b3', 'a5', 'Bb2', 'a4', 'Nf3', 'd6', 'e3', 'Bd7', 'd4', 'e5', 'dxe5', 'dxe5', 'Nxe5', 'f6', 'Nxd7', 'Nxd7', 'Bb5', 'c6', 'Bc4', 'Bd6', 'Bxg8', 'Rxg8', 'O-O', 'Rf8', 'Qxd6', 'Kf7', 'c4', 'Re8', 'Nc3', 'Re6', 'Qd4', 'Qc7', 'Ne4', 'Rae8', 'Ng3', 'Kg8', 'Rad1', 'Nb6', 'Rd2', 'c5', 'Qd3', 'Nd7', 'Rfd1', 'Ne5', 'Qe4', 'Ng6', 'Qd5', 'Ne7', 'Qxe6+', 'Kf8', 'Qd5', 'Nf5', 'Qxf5', 'Qd6', 'Rxd6', 'Rxe3']",white
BpSekuFi,"['e4', 'c6', 'd4', 'd5', 'Nc3', 'dxe4', 'Nxe4', 'Bf5', 'Ng3', 'Bg6', 'Nf3', 'h6', 'h4', 'e6', 'h5', 'Nf6', 'hxg6', 'fxg6', 'Bd3', 'Nbd7', 'Bxg6+', 'Ke7', 'Ne4', 'Qb6', 'Nxf6', 'Nxf6', 'O-O', 'Rd8', 'Be3', 'Qxb2', 'Rb1', 'Qxa2', 'Rxb7+', 'Rd7', 'Rxd7+', 'Nxd7', 'Qd3', 'Nb6', 'Qc3', 'Qd5', 'Ra1', 'Nc4', 'Rxa7+', 'Kd6', 'Qb4+', 'c5', 'Qb8+', 'Kc6', 'Rc7+', 'Kd6', 'Qd8#']",white
vDuPQIEn,"['e4', 'e5', 'Nc3', 'd6', 'Bc4', 'Be6', 'Bxe6', 'fxe6', 'd3', 'c6', 'Nf3', 'Nd7', 'Bg5', 'Be7', 'Bxe7', 'Nxe7', 'd4', 'Ng6', 'dxe5', 'Ngxe5', 'Nxe5', 'Nxe5', 'O-O', 'Qf6', 'f4', 'Ng6', 'f5', 'exf5', 'exf5', 'Ne5', 'Ne4', 'Qf7', 'Nxd6+', 'Ke7', 'Nxf7', 'Nxf7', 'Qf3', 'Rhf8', 'f6+', 'Kd7', 'Rad1+', 'Kc7', 'Qf4+', 'Kb6', 'Qb4+', 'Kc7', 'Qe7+', 'Kb6', 'Rd4', 'Rae8', 'Qb4+', 'Kc7', 'Rfd1', 'b6', 'Rd7+']",white
2735lxLE,"['e4', 'e5', 'd4', 'exd4', 'Nf3', 'c5', 'Bc4', 'd6', 'e5', 'Bg4', 'exd6', 'Qxd6', 'Bxf7+', 'Kd8', 'Bxg8', 'Rxg8', 'O-O', 'Be7', 'c3', 'd3', 'Nbd2', 'Nc6', 'Ne4', 'Bxf3', 'Qxf3', 'Qe6', 'Qxd3+', 'Kc7', 'Bf4+', 'Ne5', 'Qg3', 'Bd6', 'Nxd6', 'Kxd6', 'Rad1+', 'Ke7', 'Bxe5', 'h5', 'Bd6+', 'Kd7', 'Bxc5+', 'Kc6', 'Rd6+', 'Qxd6', 'Qxd6+', 'Kb5', 'b3', 'Rgd8', 'a4+']",white
Im5Xd2HS,"['Nf3', 'g6', 'g3', 'Bg7', 'e4', 'd6', 'd4', 'c6', 'Nc3', 'Nf6', 'Be3', 'O-O', 'Bg2', 'Qb6', 'O-O', 'Bg4', 'Qd2', 'Bxf3', 'Bxf3', 'Nbd7', 'Rab1', 'Rad8', 'd5', 'c5', 'e5', 'a6', 'exf6', 'Nxf6', 'Bf4', 'Rfe8', 'Ne4', 'Nd7', 'c4', 'Qc7', 'Be3', 'Nb6', 'b4', 'Nxc4', 'Qd3', 'Nxe3', 'Qxe3', 'c4', 'Rfc1', 'b5', 'a4', 'Qb7', 'axb5', 'axb5', 'Re1', 'Qxd5']",black
