id,moves,winner
gLFsxJen,"['d4', 'e6', 'e4', 'Ne7', 'Nf3', 'Ng6', 'Bg5', 'Be7', 'Bxe7', 'Qxe7', 'Nbd2', 'O-O', 'Bd3', 'f6', 'c3', 'd6', 'Qe2', 'Nd7', 'O-O-O', 'c6', 'Bb1', 'b5', 'g4', 'a5', 'h4', 'Nf4', 'Qe3', 'e5', 'g5', 'f5', 'exf5', 'Rxf5', 'Bxf5', 'Nb6', 'dxe5', 'Bxf5', 'Qxf4', 'Be6', 'exd6', 'Qf7', 'Qxf7+', 'Bxf7', 'Ne5', 'Bxa2', 'd7', 'Rd8', 'Ne4', 'b4', 'Nc5', 'bxc3', 'bxc3', 'a4', 'Nb7', 'a3', 'Nxd8', 'Bb3', 'Kb1', 'Nc4', 'Nxc4', 'Bxc4', 'Nxc6']",white
NCJJXnVl,"['g3', 'd6', 'Bg2', 'c6', 'Nf3', 'h6', 'd3', 'Bd7', 'e4', 'e6', 'O-O', 'Nf6', 'c3', 'e5', 'Nbd2', 'Qe7', 'd4', 'Bg4', 'dxe5', 'dxe5', 'Nc4', 'Nbd7', 'h3', 'Bxf3', 'Qxf3', 'O-O-O', 'Be3', 'b5', 'Na5', 'Nb6', 'Nxc6', 'Qb7', 'Nxe5', 'Re8', 'Qf5+', 'Nbd7', 'Nxf7', 'Re5', 'Nxe5', 'Bd6', 'Nf7', 'Re8', 'e5', 'Qc7', 'exd6', 'Qxd6', 'Nxd6+', 'Kc7', 'Nxe8+', 'Nxe8', 'Rad1', 'Nd6', 'Qf4', 'Nf6', 'Qxd6+', 'Kc8', 'Qd8#']",white
VkdHofxt,"['e4', 'd5', 'exd5', 'Qxd5', 'd3', 'Nc6', 'Be3', 'Ne5', 'Nc3', 'Ng4', 'Nxd5', 'Nxe3', 'fxe3', 'c6', 'Nc7+', 'Kd7', 'Nxa8', 'Kd8', 'Nf3', 'Bg4', 'Be2', 'Bxf3', 'Bxf3', 'e5', 'Bg4', 'Bb4+', 'c3', 'Nf6', 'O-O', 'Nxg4', 'Qxg4', 'f5', 'Qxg7', 'Bxc3', 'Qxh8+', 'Kd7', 'bxc3', 'Kd6', 'Rxf5', 'Kd5', 'e4+', 'Kc5', 'Qxe5#']",white
zo7VGLQw,"['g3', 'g6', 'Bg2', 'Bg7', 'f4', 'd6', 'Nf3', 'Nf6', 'O-O', 'c6', 'd4', 'Qb6', 'c4', 'Nbd7', 'Nc3', 'O-O', 'e4', 'e6', 'e5', 'dxe5', 'fxe5', 'Ne8', 'Be3', 'Qc7', 'b4', 'b6', 'a4', 'Bb7', 'Ne4', 'a6', 'Nfg5', 'h6', 'Nh3', 'Kh7', 'g4', 'f5', 'g5', 'fxe4', 'gxh6', 'Bxh6', 'Bxh6', 'Rxf1+', 'Qxf1', 'Kxh6', 'Qf4+', 'Kg7', 'Ng5', 'Nf8', 'Rf1', 'Qe7', 'Bxe4', 'Rc8', 'Qh4', 'Rc7', 'Rf7+', 'Qxf7', 'Nxf7', 'Rxf7', 'Qd8', 'Nc7', 'Qb8', 'Nd7', 'Qxc7', 'Nxe5', 'Qxe5+', 'Kh6', 'Qxe6', 'Rg7', 'h4', 'Ba8', 'Qg4', 'Bb7', 'Qg5+', 'Kh7', 'h5', 'Bc8', 'hxg6+', 'Kg8', 'Qd8#']",white
dnwAKO38,"['e4', 'b6', 'Bc4', 'Bb7', 'Nc3', 'e6', 'd4', 'Bb4', 'Nf3', 'a5', 'a3', 'Bxc3+', 'bxc3', 'Ba6', 'Bxa6', 'Nxa6', 'O-O', 'Ne7', 'Bf4', 'd6', 'Rb1', 'Qd7', 'Bg5', 'f6', 'Be3', 'f5', 'e5', 'dxe5', 'Nxe5', 'Qd6', 'Qh5+', 'g6', 'Qh6', 'O-O-O', 'Nf7', 'Qxa3', 'Nxd8', 'Rxd8', 'Bg5', 'Re8', 'Qxh7', 'Nd5', 'Qf7', 'Rh8', 'Qxe6+', 'Kb7', 'Qxd5+', 'c6', 'Qd7+', 'Nc7', 'Bf4', 'Qxc3', 'Qxc7+', 'Ka6', 'Qxb6#']",white
AY3BGu0L,"['e3', 'd6', 'Nc3', 'e5', 'Bc4', 'a6', 'Nf3', 'Bg4', 'h3', 'Bh5', 'g4', 'Bg6', 'e4', 'Nf6', 'd3', 'Be7', 'Nh2', 'O-O', 'f4', 'h6', 'f5', 'Bh7', 'Be3', 'c6', 'Qc1', 'b5', 'Bb3', 'Kh8', 'Ne2', 'a5', 'a3', 'a4', 'Ba2', 'Nbd7', 'Ng3', 'Qe8', 'Qd1', 'Rg8', 'h4', 'g5', 'hxg5', 'hxg5', 'Qd2', 'Qf8', 'Bxg5', 'Qg7', 'Nf3', 'Rae8', 'Bh6', 'Qxg4', 'Qf2', 'Qxg3', 'Qxg3', 'Rxg3', 'Kf2', 'Reg8', 'Rhg1', 'Rxg1', 'Rxg1', 'Rxg1', 'Nxg1', 'Ng4+', 'Kg3', 'Nxh6']",black
6QIPKC6X,"['e4', 'c5', 'Nf3', 'd6', 'Nc3', 'a6', 'd4', 'cxd4', 'Nxd4', 'g6', 'f3', 'Bg7', 'Be3', 'Nf6', 'Qd2', 'b5', 'O-O-O', 'Bb7', 'h4', 'h6', 'g4', 'h5', 'g5', 'Nfd7', 'Bg2', 'Qc7', 'f4', 'Nb6', 'f5', 'Nc4', 'Qd3', 'Nxe3', 'Qxe3', 'Nc6', 'fxg6', 'fxg6', 'Ne6', 'Qa5', 'Nxg7+', 'Kf7', 'Nf5', 'gxf5', 'exf5', 'Rac8', 'Rhe1']",white
zm0sbEPu,"['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'Qf6', 'Qb3', 'b6', 'Nc3', 'Ne7', 'Nb5', 'Kd8', 'Bxf7', 'c6', 'Nc3', 'Na6', 'Bh5', 'Nc5', 'Qc4', 'b5', 'Qe2', 'g6', 'Bf3', 'Bh6', 'd3', 'Bxc1', 'Rxc1', 'b4', 'Nd1', 'Na4', 'O-O', 'Nb6', 'b3', 'd5', 'Ne3', 'd4', 'Nc4', 'Nxc4', 'dxc4', 'c5', 'Qd3', 'Qa6', 'Ra1', 'Qa3', 'Be2', 'Qb2', 'Rfb1', 'Qc3', 'Qxc3', 'dxc3', 'Rd1+', 'Ke8', 'Rd5', 'Nxd5']",black
PZJvyo2f,"['e4', 'g6', 'd4', 'Bg7', 'Nc3', 'Nf6', 'Be3', 'O-O', 'f3', 'd6', 'Qd2', 'Bd7', 'O-O-O', 'Re8', 'Kb1', 'a5', 'g4', 'a4', 'h4', 'a3', 'b3', 'Kh8', 'h5', 'Ng8', 'Bc4', 'e6', 'hxg6', 'fxg6', 'Bg5', 'Qc8', 'Nh3', 'c6', 'Be3', 'b5', 'Ng5', 'Nf6', 'Bd3', 'Kg8', 'Ne2', 'c5', 'e5', 'dxe5', 'dxe5', 'Nd5', 'Rxh7', 'Kf8', 'Rxg7', 'Kxg7', 'Rh1', 'Rh8']",black
GcKrD8nN,"['b3', 'Nf6', 'Bb2', 'e6', 'Bxf6', 'Qxf6', 'd4', 'c5', 'e3', 'cxd4', 'Qxd4', 'Nc6', 'Qxf6', 'gxf6', 'Nd2', 'Bb4', 'O-O-O', 'Ba3+', 'Kb1', 'd5', 'Bb5', 'Bd7', 'Ne2', 'Rc8', 'Bxc6', 'Rxc6', 'Nd4', 'Rc7', 'c4', 'dxc4', 'Nxc4', 'Be7', 'Rd3', 'a6', 'Rhd1', 'b5', 'Nb6', 'Bc6', 'Nxc6', 'Rxc6', 'Nd7', 'Rg8', 'Nb8', 'Rc8', 'Nxa6', 'Rxg2', 'b4', 'Rxf2', 'R1d2', 'Rxd2', 'Rxd2', 'Ra8', 'Nc5', 'Rc8', 'Rc2', 'Rc6', 'Kb2', 'Bxc5', 'bxc5', 'f5', 'Kb3', 'Ra6', 'Kb4', 'Kd7', 'Kxb5', 'Ra3', 'c6+', 'Kc7', 'Kb4', 'Rxe3', 'a4', 'Re4+', 'Kb5', 'Re5+', 'Rc5', 'Re2', 'a5', 'Rb2+', 'Kc4', 'e5', 'a6', 'Ra2', 'Kb5', 'Rb2+', 'Kc4', 'Ra2', 'Kb5', 'Rd2', 'Kc4', 'Rc2+', 'Kb3', 'Rxc5', 'a7', 'Kxc6', 'a8=Q+', 'Kb5']",black
rrRXdgdJ,"['e4', 'c5', 'Nf3', 'd6', 'd3', 'Nf6', 'c3', 'g6', 'g3', 'Bg7', 'Bg2', 'O-O', 'O-O', 'Bg4', 'Be3', 'd5', 'exd5', 'Qxd5', 'Qc2', 'Bxf3', 'c4', 'Qc6', 'Bxf3', 'Qxf3', 'Nd2', 'Qc6', 'Nb3', 'b6', 'Nd2', 'Ng4', 'Bf4', 'e6', 'Rae1', 'Nd7', 'Ne4', 'Bd4', 'Re2', 'f5', 'Ng5', 'h6', 'Nh3', 'g5', 'Be3', 'Bxe3', 'fxe3', 'Nde5', 'Nf2', 'Nf3+', 'Kg2', 'Ne1+']",black
shVkEwfT,"['d4', 'd5', 'Nf3', 'Nf6', 'Bf4', 'e6', 'e3', 'Bd6', 'Bxd6', 'cxd6', 'c3', 'e5', 'dxe5', 'dxe5', 'Be2', 'Nc6', 'Nbd2', 'O-O', 'O-O', 'h6', 'h3', 'Re8', 'Nb3', 'b6', 'Qc2', 'Bb7', 'Rfd1', 'Qc7', 'Qf5', 'Re7', 'Bb5', 'Rae8', 'Rd2', 'Ne4', 'Rdd1', 'Bc8', 'Qh5', 'Nf6', 'Qh4', 'Bb7', 'Rac1', 'a6', 'Bxc6', 'Bxc6', 'Rc2', 'a5', 'c4', 'Ba4', 'Rdc1', 'd4', 'exd4', 'exd4', 'Qxd4', 'Ne4', 'Re2', 'Bc6', 'Rce1', 'Rd8', 'Qe3', 'Rde8', 'Qc1', 'a4', 'Nbd4', 'Bb7', 'Nb5', 'Qc6', 'Nbd4']",white
QCdvQtMr,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'Nf6', 'e3', 'c6', 'cxd5', 'cxd5', 'Bd3', 'g6', 'Nf3', 'Bb4', 'Ne5', 'Nc6', 'a3', 'Bxc3+', 'bxc3', 'Nxe5', 'dxe5', 'Ne4', 'Qc2', 'f5', 'exf6', 'Qxf6', 'Bxe4', 'dxe4', 'Bb2', 'e5', 'Qxe4', 'O-O', 'O-O-O', 'Qxf2', 'Qxe5', 'Qxg2', 'c4', 'Bg4', 'Qg7#']",white
CLHOP5VO,"['e4', 'b6', 'd4', 'Bb7', 'Nc3', 'e6', 'Bc4', 'Nc6', 'd5', 'Ne5', 'Bb3', 'Nf6', 'f4', 'Ng6', 'Nf3', 'Bb4', 'dxe6', 'fxe6', 'e5', 'Bxc3+', 'bxc3', 'Ne4', 'Bb2', 'Nh4', 'O-O', 'Nxg2', 'Kxg2', 'Qe7', 'Qd4', 'O-O-O', 'Rad1', 'g5', 'Rfe1', 'g4', 'Rxe4', 'gxf3+', 'Kxf3', 'Qh4', 'Rd2', 'Rhg8', 'Re2', 'Qh3+', 'Kf2', 'Rg2+', 'Ke1', 'Qh4+', 'Kd1', 'Rxe2', 'Rxe2', 'Bf3']",black
gvgxlVoq,"['b4', 'e5', 'b5', 'Nf6', 'e3', 'd6', 'f3', 'Bd7', 'c4', 'c6', 'a4', 'g6', 'Ba3', 'Bg7', 'Bxd6', 'cxb5', 'cxb5', 'Bf5', 'Bxe5', 'Qd5', 'd4', 'Nbd7', 'Nc3', 'Qe6', 'Rc1', 'Nxe5', 'dxe5', 'Qxe5', 'Nd5', 'Nxd5', 'Bc4', 'Qxe3+', 'Ne2', 'Nc3', 'Bxf7+', 'Kxf7', 'Qb3+', 'Be6', 'Rxc3', 'Bxc3+']",black
89GdL6q3,"['e4', 'c6', 'd4', 'd5', 'exd5', 'cxd5', 'Bd3', 'Nf6', 'Nf3', 'Nc6', 'c3', 'Bg4', 'Bf4', 'e6', 'Nbd2', 'Bd6', 'Bxd6', 'Qxd6', 'O-O', 'O-O-O', 'Qe1', 'e5', 'Nxe5', 'Nxe5', 'dxe5', 'Rhe8', 'exd6', 'Rxe1', 'Rfxe1', 'Rxd6', 'Re7', 'Bd7', 'Rxf7', 'Kc7', 'Rxg7', 'Kc6', 'Re1', 'Re6', 'Rxe6+', 'Bxe6', 'Nf3', 'Bd7', 'Ne5+', 'Kd6', 'Nxd7', 'Nxd7', 'Rxh7', 'b6', 'Rxd7+', 'Kxd7', 'h4', 'Ke6', 'h5', 'Kf6', 'g4', 'Kg7', 'f4', 'a5', 'g5', 'b5', 'h6+', 'Kg8', 'g6', 'b4', 'h7+', 'Kg7', 'cxb4', 'axb4', 'f5', 'd4', 'Kf2', 'Kf6', 'Kf3', 'Kg7', 'Ke4', 'Kh8', 'Kxd4', 'Kg7', 'Kc4', 'b3', 'Kxb3', 'Kh8', 'Kc4', 'Kg7', 'b4', 'Kh8', 'b5', 'Kg7', 'b6', 'Kf6', 'b7', 'Ke5', 'b8=Q+', 'Kf6', 'a4', 'Kg5', 'a5']",white
lAtA4jOg,"['Nf3', 'e6', 'c4', 'd5', 'd4', 'Nf6', 'Nc3', 'Be7', 'cxd5', 'exd5', 'Nxd5', 'O-O', 'Nxf6+', 'Bxf6', 'e3', 'Re8', 'Bd3', 'Bg4', 'Qe2', 'c5', 'h3', 'c4', 'hxg4', 'cxd3', 'Qxd3', 'Nc6', 'Bd2', 'Nxd4', 'Nxd4', 'Bxd4', 'O-O', 'Bxb2', 'Qxd8', 'Raxd8', 'Rab1', 'Rxd2', 'Rfd1', 'Red8', 'Rxd2', 'Rxd2', 'g3', 'b6', 'Kg2', 'f6', 'Kf3', 'Kf7', 'Ke4', 'Rxf2', 'Kd3', 'g5', 'Kc4', 'Be5', 'a4', 'Rg2', 'Kd5', 'Rxg3', 'Rb3', 'Rxg4', 'e4']",white
YaxMp011,"['d4', 'Nf6', 'c4', 'e5', 'd5', 'Bc5', 'Nc3', 'a5', 'e4', 'd6', 'h3', 'h6', 'Nf3', 'Nbd7', 'Bd3', 'O-O', 'O-O', 'Re8', 'Qe2', 'Nf8', 'Nd2', 'Ng6', 'Nb3', 'Bb6', 'Na4', 'Ba7', 'c5', 'Bd7', 'Bb5', 'Bxb5', 'Qxb5', 'Nxe4', 'Qxb7', 'Qh4', 'Be3', 'Nf4', 'Qxc7', 'Ne2+', 'Kh1']",white
r56F0S10,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'd6', 'd3', 'Nf6', 'Be3', 'Be7', 'h3', 'O-O', 'a3', 'd5', 'exd5', 'Nxd5', 'Bxd5', 'Qxd5', 'Nc3', 'Qd8', 'O-O', 'f5', 'Na4', 'f4', 'Bc5', 'b5', 'Bxe7', 'Qxe7', 'Nc3', 'Bf5', 'Qe2', 'Rae8', 'Nd5', 'Qf7', 'Nxe5', 'Rxe5', 'Nxf4', 'Rxe2', 'Nxe2', 'Ne5', 'Nd4']",black
XZVtvFhL,"['e4', 'c5', 'Nf3', 'Nc6', 'd4', 'cxd4', 'Nxd4', 'd6', 'Nc3', 'Nf6', 'f3', 'g6', 'Be3', 'Bg7', 'Qd2', 'O-O', 'O-O-O', 'Re8', 'g4', 'Bd7', 'Kb1', 'Rc8', 'h4', 'a6', 'h5', 'gxh5', 'gxh5', 'b5', 'Rg1', 'Kf8', 'Qg2', 'Nxh5', 'Bh6', 'e5', 'Bxg7+', 'Nxg7', 'Qxg7+', 'Ke7', 'Nd5#']",white
g1FiC0ky,"['d4', 'Nf6', 'e3', 'g6', 'c4', 'Bg7', 'Nf3', 'O-O', 'Be2', 'd6', 'O-O', 'Nbd7', 'Nbd2', 'e5', 'dxe5', 'dxe5', 'Qc2', 'Re8', 'Ne4', 'Qe7', 'b3', 'b6', 'a4', 'a5', 'Bd3', 'Bb7', 'Nxf6+', 'Nxf6', 'e4', 'Nd7', 'Ba3', 'Nc5', 'Bxc5', 'Qxc5', 'Rad1', 'Rad8', 'Rd2', 'Bh6', 'Rdd1', 'Bf4', 'g3', 'Bh6', 'Qc3', 'f5', 'exf5', 'Bxf3', 'fxg6', 'hxg6', 'Bxg6', 'Rxd1', 'Rxd1', 'Re7', 'Rd8+', 'Kg7', 'Bd3', 'Qc6', 'Rd5', 'Bxd5', 'h4', 'Bh1', 'Kf1', 'Qg2+', 'Ke1', 'Qg1+', 'Bf1', 'Bg2', 'Qd3', 'Bxf1', 'Qxf1', 'Qxf1+', 'Kxf1', 'e4', 'Ke2', 'e3', 'f4', 'Kf6']",black
YaS40fRE,"['e4', 'c5', 'Nf3', 'd6', 'd3', 'Nf6', 'c3', 'Nc6', 'h4', 'g6', 'h5', 'Nxh5', 'Rxh5', 'gxh5', 'Ng5', 'Bg7', 'Qxh5', 'Rf8', 'Na3', 'Bd7', 'Nc4', 'b5', 'Ne3', 'Qa5', 'Nd5', 'b4', 'Bd2', 'bxc3', 'bxc3', 'Ne5', 'Rb1', 'c4', 'd4', 'Nd3+', 'Bxd3', 'cxd3', 'Rb7', 'Rc8', 'Qh4', 'h6', 'Nh7', 'Bf6', 'Nhxf6+', 'exf6', 'Nxf6+', 'Kd8', 'Rxd7#']",white
Uh6RCz9P,"['e4', 'e5', 'Nf3', 'Nc6', 'Bc4', 'Nf6', 'Nc3', 'Bb4', 'd3', 'O-O', 'Bd2', 'Bxc3', 'Bxc3', 'd5', 'exd5', 'Nxd5', 'Bxd5', 'Qxd5', 'O-O', 'Nd4', 'Nxd4', 'exd4', 'Bb4', 'c5', 'Ba3', 'b6', 'Qf3', 'Bf5', 'Qh5', 'Qd7', 'Rae1', 'Bg4', 'Qe5', 'Rac8', 'Qg3', 'Bh5', 'h3', 'f5', 'Qg5', 'Qf7', 'Re7', 'Qf6', 'Qxf6', 'gxf6', 'Rxa7', 'Rf7', 'Rxf7', 'Kxf7', 'Re1', 'Rg8', 'c3', 'Bf3', 'cxd4', 'Rxg2+', 'Kf1']",white
yfH8ako3,"['g3', 'g6', 'Bg2', 'Bg7', 'Bxb7', 'Bxb7', 'f3', 'c6', 'Kf2', 'Nf6', 'Qf1', 'd5', 'e3', 'O-O', 'd3', 'e5', 'Nd2', 'Nbd7', 'b3', 'h5', 'Bb2', 'Qe7', 'h4', 'Nh7', 'Nh3', 'f5', 'Ng5', 'Nxg5', 'hxg5', 'Qxg5', 'f4', 'exf4', 'exf4', 'Qe7', 'Rg1', 'Bxb2', 'Re1', 'Bd4+', 'Kg2', 'Bxg1', 'Rxe7', 'Bc5', 'Re1', 'Rae8', 'Rxe8', 'Rxe8', 'c4']",white
bw3uiSIs,"['g3', 'c6', 'Bg2', 'd5', 'Nf3', 'Nf6', 'd4', 'e6', 'Nc3', 'Be7', 'e3', 'O-O', 'O-O', 'Nbd7', 'Re1', 'Nb6', 'Ne2', 'Bd7', 'b3', 'Bd6', 'Bb2', 'Qc7', 'a4', 'Rac8', 'Ba3', 'a5', 'Qc1', 'Bxa3', 'Rxa3', 'Rfd8', 'c4', 'dxc4', 'bxc4', 'Be8', 'Ne5', 'Nbd7', 'Nxd7', 'Qxd7', 'c5', 'Qe7', 'Qc3', 'Nd5', 'Qxa5', 'f5', 'Bxd5', 'exd5', 'Nf4', 'g5', 'Nd3', 'f4', 'gxf4', 'Qe4', 'fxg5', 'Bh5', 'Nf4', 'Rf8', 'Qd2', 'Bf3', 'Qd3', 'Qe7']",black
DcB1FjUE,"['d4', 'e6', 'Nf3', 'f5', 'Bf4', 'Nf6', 'Nbd2', 'c6', 'c4', 'd5', 'cxd5', 'exd5', 'e3', 'Bd6', 'Bg5', 'Qb6', 'Qb3', 'Ne4', 'Qxb6', 'axb6', 'Bd3', 'Nd7', 'O-O', 'O-O', 'a3', 'b5', 'Be2', 'h6', 'Bh4', 'g5', 'Bg3', 'Bxg3', 'hxg3', 'g4', 'Nxe4', 'gxf3', 'gxf3', 'fxe4', 'fxe4', 'dxe4', 'Bh5', 'Nf6', 'Bg6', 'Kg7', 'Bxe4', 'Nxe4', 'f3', 'Nxg3', 'Rf2', 'Nf5']",black
Kxhxuh8B,"['d4', 'd5', 'c4', 'e6', 'e3', 'Nf6', 'Nc3', 'Be7', 'Bd3', 'a6', 'Nf3', 'h6', 'O-O', 'O-O', 'h3', 'Nbd7', 'Bd2', 'Nh7', 'cxd5', 'exd5', 'Nxd5', 'Bg5', 'Bb4', 'Nhf6', 'Bxf8', 'Kxf8', 'Nxf6', 'Nxf6', 'Qb3', 'Nh7', 'Qa3+', 'Be7', 'Qa4', 'Ng5', 'Nxg5', 'Bxg5', 'Qb4+', 'Be7', 'Qc4', 'Be6', 'Qc3', 'Qd5', 'Rac1', 'Qg5', 'Qxc7', 'Bxh3', 'Qh2', 'Bf5', 'g3', 'Bxd3', 'Rc7', 'Bxf1', 'Kxf1', 'Re8', 'Qg2', 'Bd8', 'Qxb7']",white
1fymO0H5,"['e4', 'c5', 'Nf3', 'e6', 'Nc3', 'a6', 'd4', 'cxd4', 'Nxd4', 'Qc7', 'Be3', 'Nf6', 'f3', 'Bb4', 'Bd2', 'd5', 'exd5', 'exd5', 'Nb3', 'O-O', 'Bd3', 'Nc6', 'O-O', 'a5', 'a3', 'Bd6', 'h3', 'a4', 'Nc1', 'Be6', 'Bg5', 'Nd7', 'Nb5', 'Qb6+', 'Kh1', 'Be5', 'c3', 'Nc5', 'Be3', 'Rfd8', 'Bf2', 'Bf4', 'Ne2', 'Bd6', 'Nxd6', 'Rxd6', 'Nd4', 'Ne5', 'Nxe6', 'fxe6', 'Bb1', 'Qc6', 'Bd4', 'Ng6', 'Re1', 'Re8', 'Bf2', 'e5', 'Bg3', 'Nd7', 'Bxg6', 'Rxg6', 'c4', 'Rxg3', 'Rc1', 'Qd6', 'cxd5', 'Nb6', 'Qe2', 'e4', 'Qf2', 'Rf8', 'f4', 'Qxf4', 'Qc5', 'Nd7', 'Qb5', 'Nf6', 'Qxb7', 'Qf2', 'Qb3', 'Qxg2#']",black
2GOX9zWB,"['d3', 'e5', 'e3', 'd6', 'Nf3', 'Bg4', 'Be2', 'Bxf3', 'Bxf3', 'Nf6', 'O-O', 'Be7', 'Nd2', 'c6', 'Be2', 'Nbd7', 'Nf3', 'O-O', 'h3', 'Qc7', 'Nh2', 'd5', 'Ng4', 'Bd6', 'Nxf6+', 'Nxf6', 'Bg4', 'h5', 'Be2', 'g6', 'e4', 'dxe4', 'dxe4', 'Rad8', 'Bd3', 'Bc5', 'Bg5', 'Be7', 'Bxf6', 'Bxf6', 'f3', 'c5', 'Qe2', 'b6', 'b3', 'Qc6', 'a4', 'Rb8', 'Rad1', 'Qc7', 'Bc4', 'Rbd8', 'Rd3', 'Rxd3', 'cxd3', 'Rd8', 'Rd1', 'Qe7', 'Kf1', 'Bg5', 'Qc2', 'Qf6', 'Qf2', 'Qf4', 'g4', 'Bh4', 'Qg2', 'Bg3', 'Bd5', 'hxg4', 'hxg4', 'Rd6', 'Ke2', 'Rf6', 'Rh1', 'Kg7', 'Bc4', 'g5', 'Bd5', 'Bh4', 'Bc4', 'Kg6', 'Bd5', 'Rd6', 'Bc4', 'Qf6', 'Bd5', 'Qd8', 'Qh3', 'f6', 'Qxh4', 'gxh4', 'Rxh4', 'Kg5', 'Rh5+']",white
EiyGeTH9,"['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Be6', 'Bxe6', 'fxe6', 'O-O', 'Nf6', 'd4', 'Be7', 'dxe5', 'dxe5', 'Qe2', 'O-O', 'Nxe5', 'Nfd7', 'Nxd7', 'Qxd7', 'Be3', 'Qd6', 'Nc3', 'Nc6', 'Rad1', 'Qe5', 'f4', 'Qf6', 'e5', 'Qf5', 'Rd7', 'Bd8', 'Rfd1', 'Rf7', 'a3', 'a6', 'Qd3', 'Qxd3', 'R1xd3', 'b5', 'Ne4', 'Na5', 'Rxd8+', 'Rxd8', 'Rxd8+', 'Rf8', 'Rxf8+', 'Kxf8', 'Nc5', 'Nc6', 'Nxa6', 'Ke7', 'Nxc7', 'Kd8', 'Nxb5', 'Ne7', 'Nd6', 'Kc7', 'Ne8+', 'Kd7', 'Nxg7', 'Nd5', 'Kf2', 'Ke7', 'h4', 'Kf7', 'Nxe6', 'Kxe6', 'g4', 'Ne7', 'Bd4', 'Nc6', 'c3', 'Kd5', 'Ke3', 'Kc4', 'f5', 'Kb3', 'f6', 'Kxb2', 'f7', 'Nxd4', 'cxd4', 'Kxa3', 'f8=Q+', 'Kb3', 'Qg7', 'Kc2', 'Qxh7+', 'Kc3', 'Qb7', 'Kc4', 'Qb6', 'Kc3', 'Qc5+', 'Kb3', 'Kd3', 'Ka4', 'Qb6', 'Ka3', 'Kc3', 'Ka2', 'Qb2#']",white
IYRb1mB9,"['e4', 'd5', 'Nf3', 'c6', 'd3', 'dxe4', 'dxe4', 'Qxd1+', 'Kxd1', 'Bg4', 'Nc3', 'e6', 'Bd2', 'Nf6', 'h3', 'Bh5', 'Be2', 'Bg6', 'g4', 'Be7', 'e5', 'O-O', 'g5', 'Nfd7', 'h4', 'Nb6', 'h5', 'Bf5', 'g6', 'hxg6', 'hxg6', 'Bxg6', 'Be3', 'f6', 'Bxb6', 'axb6', 'exf6', 'gxf6', 'Rg1', 'Kg7', 'Ke1', 'Rg8', 'Kd2', 'Kf7', 'Rg2', 'Bc5', 'Rag1', 'Nd7', 'Nd4', 'Bxd4', 'Ne4', 'Bxe4', 'Rxg8', 'Rxg8', 'Rxg8', 'Kxg8', 'f3', 'Bf5', 'c3', 'Be5', 'Ke3', 'Bd6', 'Bd3', 'Bxd3', 'Kxd3', 'Ne5+', 'Ke4', 'Nxf3', 'Kxf3', 'Kg7', 'b3', 'Kg6', 'c4', 'Kg5', 'Ke4', 'f5+', 'Kf3', 'e5', 'a3', 'e4+', 'Ke3', 'Bf4+', 'Ke2', 'Bc1', 'b4', 'f4', 'b5', 'c5', 'a4', 'f3+', 'Kf1', 'e3', 'Ke1', 'Kg4', 'Kd1', 'Bd2', 'Kc2', 'f2', 'Kd3', 'Kf3', 'Kc2', 'f1=Q', 'Kb2', 'Ke2', 'Ka2', 'Kd1', 'Kb2', 'e2', 'Ka2', 'e1=Q', 'Kb3', 'Qe3+', 'Ka2', 'Qfd3', 'Kb2', 'Qb3+', 'Ka1', 'Qec3#']",black
Ak6UDEKH,"['e3', 'e5', 'Nf3', 'd6', 'd3', 'Nf6', 'Bd2', 'Nc6', 'Nc3', 'Bg4', 'a3', 'd5', 'Be2', 'd4', 'Ng1', 'dxc3', 'Bxc3', 'Bxe2', 'Qxe2', 'Bc5', 'h3', 'O-O', 'O-O-O', 'Qd7', 'd4', 'exd4', 'exd4', 'Rfe8', 'dxc5', 'Rxe2', 'Rxd7', 'Nxd7', 'Nxe2', 'Nxc5', 'Nf4', 'Re8', 'Nd5', 'Rc8', 'Bxg7', 'Kxg7', 'f4', 'Ne4', 'f5', 'Nf2', 'g4', 'Nxh1', 'f6+', 'Kg6', 'Ne7+', 'Nxe7', 'fxe7', 'Re8', 'h4', 'Rxe7', 'h5+', 'Kg5', 'h6', 'Re4', 'c4', 'Rxg4', 'Kc2', 'f5', 'Kc3', 'Re4', 'Kd3', 'Kxh6', 'b4', 'Kg5', 'a4', 'h5', 'c5', 'h4', 'Kc3', 'h3', 'b5', 'Nf2', 'Kb3', 'h2', 'c6', 'b6', 'a5', 'h1=Q']",black
