election_id,election_name,as_of_date,party_id,party_name,party_colour,seats_won,vote_total_sum,vote_pct
2316,UNS 2026-01-07,2026-01-01,4,Conservative,#0087DC,59,11238.276961,17.289657
2316,UNS 2026-01-07,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,432.998526,0.666152
2316,UNS 2026-01-07,2026-01-01,6,Green,#6AB023,9,8466.899878,13.026000
2316,UNS 2026-01-07,2026-01-01,1,Labour,#E4003B,137,12685.626771,19.516349
2316,UNS 2026-01-07,2026-01-01,5,Liberal Democrats,#FAA61A,76,7656.959685,11.779938
2316,UNS 2026-01-07,2026-01-01,7,Other,#808080,15,2203.464519,3.389945
2316,UNS 2026-01-07,2026-01-01,3,Plaid Cymru,#005B54,4,630.925534,0.970655
2316,UNS 2026-01-07,2026-01-01,2,Reform UK,#12B6CF,312,18936.474289,29.133037
2316,UNS 2026-01-07,2026-01-01,12,SDLP,#2AA82C,2,221.397458,0.340611
2316,UNS 2026-01-07,2026-01-01,8,Scottish National Party,#FFF95D,21,1482.693749,2.281067
2316,UNS 2026-01-07,2026-01-01,13,Sinn Féin,#326760,7,523.177275,0.804888
2316,UNS 2026-01-07,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,228.210412,0.351093
2317,UNS 2026-01-08,2026-01-01,10,Alliance,#F6CB2F,1,293.082681,0.450896
2317,UNS 2026-01-08,2026-01-01,4,Conservative,#0087DC,57,11228.833677,17.275129
2317,UNS 2026-01-08,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,433.298242,0.666613
2317,UNS 2026-01-08,2026-01-01,6,Green,#6AB023,9,8567.963706,13.181483
2317,UNS 2026-01-08,2026-01-01,1,Labour,#E4003B,137,12565.954296,19.332237
2317,UNS 2026-01-08,2026-01-01,5,Liberal Democrats,#FAA61A,77,7618.769092,11.721183
2317,UNS 2026-01-08,2026-01-01,7,Other,#808080,15,2187.733304,3.365744
2317,UNS 2026-01-08,2026-01-01,3,Plaid Cymru,#005B54,4,632.930809,0.973740
2317,UNS 2026-01-08,2026-01-01,2,Reform UK,#12B6CF,313,19003.500907,29.236155
2317,UNS 2026-01-08,2026-01-01,12,SDLP,#2AA82C,2,221.569424,0.340876
2317,UNS 2026-01-08,2026-01-01,8,Scottish National Party,#FFF95D,21,1494.357106,2.299011
2317,UNS 2026-01-08,2026-01-01,13,Sinn Féin,#326760,7,523.664860,0.805638
2317,UNS 2026-01-08,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,228.341896,0.351295
2318,UNS 2026-01-09,2026-01-01,10,Alliance,#F6CB2F,1,293.241216,0.451140
2318,UNS 2026-01-09,2026-01-01,4,Conservative,#0087DC,55,11229.992395,17.276911
2318,UNS 2026-01-09,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,433.532909,0.666974
2318,UNS 2026-01-09,2026-01-01,6,Green,#6AB023,9,8552.012763,13.156943
2318,UNS 2026-01-09,2026-01-01,1,Labour,#E4003B,135,12608.854894,19.398238
2318,UNS 2026-01-09,2026-01-01,5,Liberal Democrats,#FAA61A,76,7611.165363,11.709485
2318,UNS 2026-01-09,2026-01-01,7,Other,#808080,15,2195.614455,3.377868
2318,UNS 2026-01-09,2026-01-01,3,Plaid Cymru,#005B54,4,605.903890,0.932160
2318,UNS 2026-01-09,2026-01-01,2,Reform UK,#12B6CF,318,19052.241317,29.311140
2318,UNS 2026-01-09,2026-01-01,12,SDLP,#2AA82C,2,221.712165,0.341096
2318,UNS 2026-01-09,2026-01-01,8,Scottish National Party,#FFF95D,21,1443.249235,2.220383
2318,UNS 2026-01-09,2026-01-01,13,Sinn Féin,#326760,7,524.027699,0.806196
2318,UNS 2026-01-09,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,228.451700,0.351464
2319,UNS 2026-01-10,2026-01-01,10,Alliance,#F6CB2F,1,293.241216,0.451140
2319,UNS 2026-01-10,2026-01-01,4,Conservative,#0087DC,55,11229.992395,17.276911
2319,UNS 2026-01-10,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,433.532909,0.666974
2319,UNS 2026-01-10,2026-01-01,6,Green,#6AB023,9,8552.012763,13.156943
2319,UNS 2026-01-10,2026-01-01,1,Labour,#E4003B,135,12608.854894,19.398238
2319,UNS 2026-01-10,2026-01-01,5,Liberal Democrats,#FAA61A,76,7611.165363,11.709485
2319,UNS 2026-01-10,2026-01-01,7,Other,#808080,15,2195.614455,3.377868
2319,UNS 2026-01-10,2026-01-01,3,Plaid Cymru,#005B54,4,605.903890,0.932160
2319,UNS 2026-01-10,2026-01-01,2,Reform UK,#12B6CF,318,19052.241317,29.311140
2319,UNS 2026-01-10,2026-01-01,12,SDLP,#2AA82C,2,221.712165,0.341096
2319,UNS 2026-01-10,2026-01-01,8,Scottish National Party,#FFF95D,21,1443.249235,2.220383
2319,UNS 2026-01-10,2026-01-01,13,Sinn Féin,#326760,7,524.027699,0.806196
2319,UNS 2026-01-10,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,228.451700,0.351464
2320,UNS 2026-01-11,2026-01-01,10,Alliance,#F6CB2F,1,293.241216,0.451140
2320,UNS 2026-01-11,2026-01-01,4,Conservative,#0087DC,55,11229.992395,17.276911
2320,UNS 2026-01-11,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,433.532909,0.666974
2320,UNS 2026-01-11,2026-01-01,6,Green,#6AB023,9,8552.012763,13.156943
2320,UNS 2026-01-11,2026-01-01,1,Labour,#E4003B,135,12608.854894,19.398238
2320,UNS 2026-01-11,2026-01-01,5,Liberal Democrats,#FAA61A,76,7611.165363,11.709485
2320,UNS 2026-01-11,2026-01-01,7,Other,#808080,15,2195.614455,3.377868
2320,UNS 2026-01-11,2026-01-01,3,Plaid Cymru,#005B54,4,605.903890,0.932160
2320,UNS 2026-01-11,2026-01-01,2,Reform UK,#12B6CF,318,19052.241317,29.311140
2320,UNS 2026-01-11,2026-01-01,12,SDLP,#2AA82C,2,221.712165,0.341096
2320,UNS 2026-01-11,2026-01-01,8,Scottish National Party,#FFF95D,21,1443.249235,2.220383
2320,UNS 2026-01-11,2026-01-01,13,Sinn Féin,#326760,7,524.027699,0.806196
2320,UNS 2026-01-11,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,228.451700,0.351464
2321,UNS 2026-01-12,2026-01-01,10,Alliance,#F6CB2F,1,293.241216,0.451140
2321,UNS 2026-01-12,2026-01-01,4,Conservative,#0087DC,58,11275.977257,17.347657
2321,UNS 2026-01-12,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,433.532909,0.666974
2321,UNS 2026-01-12,2026-01-01,6,Green,#6AB023,9,8561.108484,13.170936
2321,UNS 2026-01-12,2026-01-01,1,Labour,#E4003B,138,12619.960226,19.415323
2321,UNS 2026-01-12,2026-01-01,5,Liberal Democrats,#FAA61A,77,7688.710116,11.828785
2321,UNS 2026-01-12,2026-01-01,7,Other,#808080,15,2183.614460,3.359407
2321,UNS 2026-01-12,2026-01-01,3,Plaid Cymru,#005B54,4,615.507660,0.946935
2321,UNS 2026-01-12,2026-01-01,2,Reform UK,#12B6CF,311,18873.348982,29.035922
2321,UNS 2026-01-12,2026-01-01,12,SDLP,#2AA82C,2,221.712165,0.341096
2321,UNS 2026-01-12,2026-01-01,8,Scottish National Party,#FFF95D,21,1480.807126,2.278165
2321,UNS 2026-01-12,2026-01-01,13,Sinn Féin,#326760,7,524.027699,0.806196
2321,UNS 2026-01-12,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,228.451700,0.351464
2322,UNS 2026-01-13,2026-01-01,10,Alliance,#F6CB2F,1,293.385836,0.451363
2322,UNS 2026-01-13,2026-01-01,4,Conservative,#0087DC,57,11342.993102,17.450759
2322,UNS 2026-01-13,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,433.734864,0.667284
2322,UNS 2026-01-13,2026-01-01,6,Green,#6AB023,9,8525.307434,13.115858
2322,UNS 2026-01-13,2026-01-01,1,Labour,#E4003B,139,12618.290083,19.412754
2322,UNS 2026-01-13,2026-01-01,5,Liberal Democrats,#FAA61A,76,7655.061770,11.777018
2322,UNS 2026-01-13,2026-01-01,7,Other,#808080,15,2167.718204,3.334951
2322,UNS 2026-01-13,2026-01-01,3,Plaid Cymru,#005B54,4,612.763229,0.942713
2322,UNS 2026-01-13,2026-01-01,2,Reform UK,#12B6CF,312,18901.247919,29.078843
2322,UNS 2026-01-13,2026-01-01,12,SDLP,#2AA82C,2,221.847518,0.341304
2322,UNS 2026-01-13,2026-01-01,8,Scottish National Party,#FFF95D,21,1474.749900,2.268846
2322,UNS 2026-01-13,2026-01-01,13,Sinn Féin,#326760,7,524.342022,0.806680
2322,UNS 2026-01-13,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,228.558117,0.351628
2323,UNS 2026-01-14,2026-01-01,10,Alliance,#F6CB2F,1,283.698820,0.436460
2323,UNS 2026-01-14,2026-01-01,4,Conservative,#0087DC,64,11495.483448,17.685359
2323,UNS 2026-01-14,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,418.362498,0.643635
2323,UNS 2026-01-14,2026-01-01,6,Green,#6AB023,9,8580.123791,13.200190
2323,UNS 2026-01-14,2026-01-01,1,Labour,#E4003B,141,12541.581040,19.294740
2323,UNS 2026-01-14,2026-01-01,5,Liberal Democrats,#FAA61A,75,7646.233037,11.763435
2323,UNS 2026-01-14,2026-01-01,7,Other,#808080,15,2253.179716,3.466430
2323,UNS 2026-01-14,2026-01-01,3,Plaid Cymru,#005B54,4,607.666486,0.934872
2323,UNS 2026-01-14,2026-01-01,2,Reform UK,#12B6CF,306,18800.598656,28.923998
2323,UNS 2026-01-14,2026-01-01,12,SDLP,#2AA82C,2,213.636513,0.328672
2323,UNS 2026-01-14,2026-01-01,8,Scottish National Party,#FFF95D,19,1435.406720,2.208318
2323,UNS 2026-01-14,2026-01-01,13,Sinn Féin,#326760,7,502.620287,0.773262
2323,UNS 2026-01-14,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,221.408987,0.340629
2324,UNS 2026-01-15,2026-01-01,10,Alliance,#F6CB2F,1,284.811822,0.438172
2324,UNS 2026-01-15,2026-01-01,4,Conservative,#0087DC,63,11468.571703,17.643956
2324,UNS 2026-01-15,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,419.928234,0.646043
2324,UNS 2026-01-15,2026-01-01,6,Green,#6AB023,9,8562.429968,13.172969
2324,UNS 2026-01-15,2026-01-01,1,Labour,#E4003B,142,12613.247749,19.404997
2324,UNS 2026-01-15,2026-01-01,5,Liberal Democrats,#FAA61A,77,7625.675228,11.731808
2324,UNS 2026-01-15,2026-01-01,7,Other,#808080,15,2282.979486,3.512276
2324,UNS 2026-01-15,2026-01-01,3,Plaid Cymru,#005B54,5,604.483486,0.929975
2324,UNS 2026-01-15,2026-01-01,2,Reform UK,#12B6CF,303,18764.071171,28.867802
2324,UNS 2026-01-15,2026-01-01,12,SDLP,#2AA82C,2,214.503112,0.330005
2324,UNS 2026-01-15,2026-01-01,8,Scottish National Party,#FFF95D,19,1432.762634,2.204250
2324,UNS 2026-01-15,2026-01-01,13,Sinn Féin,#326760,7,504.400983,0.776002
2324,UNS 2026-01-15,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,222.134425,0.341745
2325,UNS 2026-01-16,2026-01-01,10,Alliance,#F6CB2F,1,284.811625,0.438172
2325,UNS 2026-01-16,2026-01-01,4,Conservative,#0087DC,63,11468.537102,17.643903
2325,UNS 2026-01-16,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,419.927938,0.646043
2325,UNS 2026-01-16,2026-01-01,6,Green,#6AB023,9,8562.451566,13.173002
2325,UNS 2026-01-16,2026-01-01,1,Labour,#E4003B,142,12613.224872,19.404961
2325,UNS 2026-01-16,2026-01-01,5,Liberal Democrats,#FAA61A,77,7625.678233,11.731813
2325,UNS 2026-01-16,2026-01-01,7,Other,#808080,15,2282.986191,3.512286
2325,UNS 2026-01-16,2026-01-01,3,Plaid Cymru,#005B54,5,604.484172,0.929976
2325,UNS 2026-01-16,2026-01-01,2,Reform UK,#12B6CF,303,18764.100350,28.867847
2325,UNS 2026-01-16,2026-01-01,12,SDLP,#2AA82C,2,214.502935,0.330005
2325,UNS 2026-01-16,2026-01-01,8,Scottish National Party,#FFF95D,19,1432.760107,2.204246
2325,UNS 2026-01-16,2026-01-01,13,Sinn Féin,#326760,7,504.400615,0.776001
2325,UNS 2026-01-16,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,222.134295,0.341745
2326,UNS 2026-01-17,2026-01-01,10,Alliance,#F6CB2F,1,284.811625,0.438172
2326,UNS 2026-01-17,2026-01-01,4,Conservative,#0087DC,63,11468.537102,17.643903
2326,UNS 2026-01-17,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,419.927938,0.646043
2326,UNS 2026-01-17,2026-01-01,6,Green,#6AB023,9,8562.451566,13.173002
2326,UNS 2026-01-17,2026-01-01,1,Labour,#E4003B,142,12613.224872,19.404961
2326,UNS 2026-01-17,2026-01-01,5,Liberal Democrats,#FAA61A,77,7625.678233,11.731813
2326,UNS 2026-01-17,2026-01-01,7,Other,#808080,15,2282.986191,3.512286
2326,UNS 2026-01-17,2026-01-01,3,Plaid Cymru,#005B54,5,604.484172,0.929976
2326,UNS 2026-01-17,2026-01-01,2,Reform UK,#12B6CF,303,18764.100350,28.867847
2326,UNS 2026-01-17,2026-01-01,12,SDLP,#2AA82C,2,214.502935,0.330005
2326,UNS 2026-01-17,2026-01-01,8,Scottish National Party,#FFF95D,19,1432.760107,2.204246
2326,UNS 2026-01-17,2026-01-01,13,Sinn Féin,#326760,7,504.400615,0.776001
2326,UNS 2026-01-17,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,222.134295,0.341745
2327,UNS 2026-01-18,2026-01-01,10,Alliance,#F6CB2F,1,284.811625,0.438172
2327,UNS 2026-01-18,2026-01-01,4,Conservative,#0087DC,63,11468.537102,17.643903
2327,UNS 2026-01-18,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,419.927938,0.646043
2327,UNS 2026-01-18,2026-01-01,6,Green,#6AB023,9,8562.451566,13.173002
2327,UNS 2026-01-18,2026-01-01,1,Labour,#E4003B,142,12613.224872,19.404961
2327,UNS 2026-01-18,2026-01-01,5,Liberal Democrats,#FAA61A,77,7625.678233,11.731813
2327,UNS 2026-01-18,2026-01-01,7,Other,#808080,15,2282.986191,3.512286
2327,UNS 2026-01-18,2026-01-01,3,Plaid Cymru,#005B54,5,604.484172,0.929976
2327,UNS 2026-01-18,2026-01-01,2,Reform UK,#12B6CF,303,18764.100350,28.867847
2327,UNS 2026-01-18,2026-01-01,12,SDLP,#2AA82C,2,214.502935,0.330005
2327,UNS 2026-01-18,2026-01-01,8,Scottish National Party,#FFF95D,19,1432.760107,2.204246
2327,UNS 2026-01-18,2026-01-01,13,Sinn Féin,#326760,7,504.400615,0.776001
2327,UNS 2026-01-18,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,222.134295,0.341745
2328,UNS 2026-01-19,2026-01-01,10,Alliance,#F6CB2F,1,286.413826,0.440637
2328,UNS 2026-01-19,2026-01-01,4,Conservative,#0087DC,69,11593.448368,17.836074
2328,UNS 2026-01-19,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,422.407285,0.649857
2328,UNS 2026-01-19,2026-01-01,6,Green,#6AB023,9,8476.141511,13.040218
2328,UNS 2026-01-19,2026-01-01,1,Labour,#E4003B,148,12722.228052,19.572659
2328,UNS 2026-01-19,2026-01-01,5,Liberal Democrats,#FAA61A,76,7621.884165,11.725976
2328,UNS 2026-01-19,2026-01-01,7,Other,#808080,15,2281.169501,3.509492
2328,UNS 2026-01-19,2026-01-01,3,Plaid Cymru,#005B54,5,593.695960,0.913378
2328,UNS 2026-01-19,2026-01-01,2,Reform UK,#12B6CF,292,18615.017367,28.638488
2328,UNS 2026-01-19,2026-01-01,12,SDLP,#2AA82C,2,216.039230,0.332368
2328,UNS 2026-01-19,2026-01-01,8,Scottish National Party,#FFF95D,19,1440.526629,2.216195
2328,UNS 2026-01-19,2026-01-01,13,Sinn Féin,#326760,7,507.737630,0.781135
2328,UNS 2026-01-19,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,223.290477,0.343524
2329,UNS 2026-01-20,2026-01-01,10,Alliance,#F6CB2F,1,286.413826,0.440637
2329,UNS 2026-01-20,2026-01-01,4,Conservative,#0087DC,69,11593.448368,17.836074
2329,UNS 2026-01-20,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,422.407285,0.649857
2329,UNS 2026-01-20,2026-01-01,6,Green,#6AB023,9,8476.141511,13.040218
2329,UNS 2026-01-20,2026-01-01,1,Labour,#E4003B,148,12722.228052,19.572659
2329,UNS 2026-01-20,2026-01-01,5,Liberal Democrats,#FAA61A,76,7621.884165,11.725976
2329,UNS 2026-01-20,2026-01-01,7,Other,#808080,15,2281.169501,3.509492
2329,UNS 2026-01-20,2026-01-01,3,Plaid Cymru,#005B54,5,593.695960,0.913378
2329,UNS 2026-01-20,2026-01-01,2,Reform UK,#12B6CF,292,18615.017367,28.638488
2329,UNS 2026-01-20,2026-01-01,12,SDLP,#2AA82C,2,216.039230,0.332368
2329,UNS 2026-01-20,2026-01-01,8,Scottish National Party,#FFF95D,19,1440.526629,2.216195
2329,UNS 2026-01-20,2026-01-01,13,Sinn Féin,#326760,7,507.737630,0.781135
2329,UNS 2026-01-20,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,223.290477,0.343524
2330,UNS 2026-01-21,2026-01-01,10,Alliance,#F6CB2F,1,286.987144,0.441519
2330,UNS 2026-01-21,2026-01-01,4,Conservative,#0087DC,68,11554.128491,17.775582
2330,UNS 2026-01-21,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,423.375252,0.651347
2330,UNS 2026-01-21,2026-01-01,6,Green,#6AB023,9,8583.842841,13.205912
2330,UNS 2026-01-21,2026-01-01,1,Labour,#E4003B,145,12613.888434,19.405982
2330,UNS 2026-01-21,2026-01-01,5,Liberal Democrats,#FAA61A,76,7571.077366,11.647811
2330,UNS 2026-01-21,2026-01-01,7,Other,#808080,15,2272.086952,3.495518
2330,UNS 2026-01-21,2026-01-01,3,Plaid Cymru,#005B54,5,591.151540,0.909464
2330,UNS 2026-01-21,2026-01-01,2,Reform UK,#12B6CF,296,18688.495716,28.751532
2330,UNS 2026-01-21,2026-01-01,12,SDLP,#2AA82C,2,216.569595,0.333184
2330,UNS 2026-01-21,2026-01-01,8,Scottish National Party,#FFF95D,19,1465.384360,2.254437
2330,UNS 2026-01-21,2026-01-01,13,Sinn Féin,#326760,7,509.231801,0.783434
2330,UNS 2026-01-21,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,223.780509,0.344278
2331,UNS 2026-01-22,2026-01-01,10,Alliance,#F6CB2F,1,286.987144,0.441519
2331,UNS 2026-01-22,2026-01-01,4,Conservative,#0087DC,68,11554.128491,17.775582
2331,UNS 2026-01-22,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,423.375252,0.651347
2331,UNS 2026-01-22,2026-01-01,6,Green,#6AB023,9,8583.842841,13.205912
2331,UNS 2026-01-22,2026-01-01,1,Labour,#E4003B,145,12613.888434,19.405982
2331,UNS 2026-01-22,2026-01-01,5,Liberal Democrats,#FAA61A,76,7571.077366,11.647811
2331,UNS 2026-01-22,2026-01-01,7,Other,#808080,15,2272.086952,3.495518
2331,UNS 2026-01-22,2026-01-01,3,Plaid Cymru,#005B54,5,591.151540,0.909464
2331,UNS 2026-01-22,2026-01-01,2,Reform UK,#12B6CF,296,18688.495716,28.751532
2331,UNS 2026-01-22,2026-01-01,12,SDLP,#2AA82C,2,216.569595,0.333184
2331,UNS 2026-01-22,2026-01-01,8,Scottish National Party,#FFF95D,19,1465.384360,2.254437
2331,UNS 2026-01-22,2026-01-01,13,Sinn Féin,#326760,7,509.231801,0.783434
2331,UNS 2026-01-22,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,223.780509,0.344278
2332,UNS 2026-01-23,2026-01-01,10,Alliance,#F6CB2F,1,287.529289,0.442353
2332,UNS 2026-01-23,2026-01-01,4,Conservative,#0087DC,65,11522.413342,17.726790
2332,UNS 2026-01-23,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,424.290576,0.652755
2332,UNS 2026-01-23,2026-01-01,6,Green,#6AB023,9,8519.198547,13.106459
2332,UNS 2026-01-23,2026-01-01,1,Labour,#E4003B,146,12700.294545,19.538915
2332,UNS 2026-01-23,2026-01-01,5,Liberal Democrats,#FAA61A,76,7585.076597,11.669349
2332,UNS 2026-01-23,2026-01-01,7,Other,#808080,15,2278.701576,3.505695
2332,UNS 2026-01-23,2026-01-01,3,Plaid Cymru,#005B54,4,568.389155,0.874445
2332,UNS 2026-01-23,2026-01-01,2,Reform UK,#12B6CF,299,18739.001440,28.829233
2332,UNS 2026-01-23,2026-01-01,12,SDLP,#2AA82C,2,217.071106,0.333956
2332,UNS 2026-01-23,2026-01-01,8,Scottish National Party,#FFF95D,19,1423.145240,2.189454
2332,UNS 2026-01-23,2026-01-01,13,Sinn Féin,#326760,7,510.644693,0.785607
2332,UNS 2026-01-23,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,224.243894,0.344991
2333,UNS 2026-01-24,2026-01-01,10,Alliance,#F6CB2F,1,287.529289,0.442353
2333,UNS 2026-01-24,2026-01-01,4,Conservative,#0087DC,65,11522.413342,17.726790
2333,UNS 2026-01-24,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,424.290576,0.652755
2333,UNS 2026-01-24,2026-01-01,6,Green,#6AB023,9,8519.198547,13.106459
2333,UNS 2026-01-24,2026-01-01,1,Labour,#E4003B,146,12700.294545,19.538915
2333,UNS 2026-01-24,2026-01-01,5,Liberal Democrats,#FAA61A,76,7585.076597,11.669349
2333,UNS 2026-01-24,2026-01-01,7,Other,#808080,15,2278.701576,3.505695
2333,UNS 2026-01-24,2026-01-01,3,Plaid Cymru,#005B54,4,568.389155,0.874445
2333,UNS 2026-01-24,2026-01-01,2,Reform UK,#12B6CF,299,18739.001440,28.829233
2333,UNS 2026-01-24,2026-01-01,12,SDLP,#2AA82C,2,217.071106,0.333956
2333,UNS 2026-01-24,2026-01-01,8,Scottish National Party,#FFF95D,19,1423.145240,2.189454
2333,UNS 2026-01-24,2026-01-01,13,Sinn Féin,#326760,7,510.644693,0.785607
2333,UNS 2026-01-24,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,224.243894,0.344991
2334,UNS 2026-01-25,2026-01-01,10,Alliance,#F6CB2F,1,288.026251,0.443117
2334,UNS 2026-01-25,2026-01-01,4,Conservative,#0087DC,67,11551.091413,17.770910
2334,UNS 2026-01-25,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,425.119691,0.654030
2334,UNS 2026-01-25,2026-01-01,6,Green,#6AB023,9,8428.508231,12.966936
2334,UNS 2026-01-25,2026-01-01,1,Labour,#E4003B,146,12765.830403,19.639739
2334,UNS 2026-01-25,2026-01-01,5,Liberal Democrats,#FAA61A,76,7576.912783,11.656789
2334,UNS 2026-01-25,2026-01-01,7,Other,#808080,15,2272.315385,3.495870
2334,UNS 2026-01-25,2026-01-01,3,Plaid Cymru,#005B54,5,565.336539,0.869749
2334,UNS 2026-01-25,2026-01-01,2,Reform UK,#12B6CF,296,18728.730061,28.813431
2334,UNS 2026-01-25,2026-01-01,12,SDLP,#2AA82C,2,217.493168,0.334605
2334,UNS 2026-01-25,2026-01-01,8,Scottish National Party,#FFF95D,19,1444.078401,2.221659
2334,UNS 2026-01-25,2026-01-01,13,Sinn Féin,#326760,7,511.882398,0.787511
2334,UNS 2026-01-25,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,224.675275,0.345654
2335,UNS 2026-01-26,2026-01-01,10,Alliance,#F6CB2F,1,288.026251,0.443117
2335,UNS 2026-01-26,2026-01-01,4,Conservative,#0087DC,66,11490.618056,17.677874
2335,UNS 2026-01-26,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,425.119691,0.654030
2335,UNS 2026-01-26,2026-01-01,6,Green,#6AB023,9,8476.814554,13.041253
2335,UNS 2026-01-26,2026-01-01,1,Labour,#E4003B,148,12769.766663,19.645795
2335,UNS 2026-01-26,2026-01-01,5,Liberal Democrats,#FAA61A,76,7623.955591,11.729162
2335,UNS 2026-01-26,2026-01-01,7,Other,#808080,15,2253.511771,3.466941
2335,UNS 2026-01-26,2026-01-01,3,Plaid Cymru,#005B54,4,633.285140,0.974285
2335,UNS 2026-01-26,2026-01-01,2,Reform UK,#12B6CF,297,18669.930651,28.722970
2335,UNS 2026-01-26,2026-01-01,12,SDLP,#2AA82C,2,217.493168,0.334605
2335,UNS 2026-01-26,2026-01-01,8,Scottish National Party,#FFF95D,18,1414.920790,2.176801
2335,UNS 2026-01-26,2026-01-01,13,Sinn Féin,#326760,7,511.882398,0.787511
2335,UNS 2026-01-26,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,224.675275,0.345654
2336,UNS 2026-01-27,2026-01-01,10,Alliance,#F6CB2F,1,288.026251,0.443117
2336,UNS 2026-01-27,2026-01-01,4,Conservative,#0087DC,71,11617.730410,17.873431
2336,UNS 2026-01-27,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,425.119691,0.654030
2336,UNS 2026-01-27,2026-01-01,6,Green,#6AB023,9,8430.249046,12.969614
2336,UNS 2026-01-27,2026-01-01,1,Labour,#E4003B,151,12851.358665,19.771321
2336,UNS 2026-01-27,2026-01-01,5,Liberal Democrats,#FAA61A,76,7634.206861,11.744934
2336,UNS 2026-01-27,2026-01-01,7,Other,#808080,15,2230.269614,3.431184
2336,UNS 2026-01-27,2026-01-01,3,Plaid Cymru,#005B54,4,610.234613,0.938822
2336,UNS 2026-01-27,2026-01-01,2,Reform UK,#12B6CF,290,18578.160284,28.581785
2336,UNS 2026-01-27,2026-01-01,12,SDLP,#2AA82C,2,217.493168,0.334605
2336,UNS 2026-01-27,2026-01-01,8,Scottish National Party,#FFF95D,17,1380.593724,2.123990
2336,UNS 2026-01-27,2026-01-01,13,Sinn Féin,#326760,7,511.882398,0.787511
2336,UNS 2026-01-27,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,224.675275,0.345654
2337,UNS 2026-01-28,2026-01-01,10,Alliance,#F6CB2F,1,288.499968,0.443846
2337,UNS 2026-01-28,2026-01-01,4,Conservative,#0087DC,70,11567.980832,17.796894
2337,UNS 2026-01-28,2026-01-01,9,Democratic Unionist Party,#D46A4C,6,425.905360,0.655239
2337,UNS 2026-01-28,2026-01-01,6,Green,#6AB023,9,8577.361619,13.195941
2337,UNS 2026-01-28,2026-01-01,1,Labour,#E4003B,148,12793.260300,19.681939
2337,UNS 2026-01-28,2026-01-01,5,Liberal Democrats,#FAA61A,76,7577.689264,11.657983
2337,UNS 2026-01-28,2026-01-01,7,Other,#808080,15,2234.423140,3.437574
2337,UNS 2026-01-28,2026-01-01,3,Plaid Cymru,#005B54,4,620.425743,0.954501
2337,UNS 2026-01-28,2026-01-01,2,Reform UK,#12B6CF,293,18574.781031,28.576586
2337,UNS 2026-01-28,2026-01-01,12,SDLP,#2AA82C,2,217.877809,0.335197
2337,UNS 2026-01-28,2026-01-01,8,Scottish National Party,#FFF95D,18,1383.670115,2.128723
2337,UNS 2026-01-28,2026-01-01,13,Sinn Féin,#326760,7,513.035237,0.789285
2337,UNS 2026-01-28,2026-01-01,11,Ulster Unionist Party,#48A5EE,1,225.089582,0.346292
2338,UNS 2026-01-29,2026-01-01,10,Alliance,#F6CB2F,1,289.166195,0.444871
2338,UNS 2026-01-29,2026-01-01,4,Conservative,#0087DC,66,11537.121098,17.749417
